# Metadata,# In some references the name of the compilation author is mentioned,,,,,,,,,,,,,,,,,,,,,,,,,
Net,Station,Lat,Long,Moho_km,err_moho,Avg_Vp/Vs,Poisson’s_ratio,Elevation,Avg_Vp(km/s),Vp_err,Avg_Vs(km/s),Vs_err,N,Sediment,Location,Reference,Compilation,Comments (Method - other notes etc.),Sub-methods,Comments2,H2 (other methods),err,Vsn2,κ2,,
,,-4.641,-80.549,36.9,,1.78,,,,,,,,,America_South,Condori2017,Stephenson 2024,Hk,-,,,,,,,
,,-5.095,-80.158,33.8,,1.71,,,,,,,,,America_South,Condori2017,Stephenson 2024,Hk,-,,,,,,,
,,-5.918,-80.097,30.6,,1.75,,,,,,,,,America_South,Condori2017,Stephenson 2024,Hk,-,,,,,,,
,,-6.184,-78.91,53.8,,1.77,,,,,,,,,America_South,Condori2017,Stephenson 2024,Hk,-,,,,,,,
,,-5.125,-79.012,52.6,,1.76,,,,,,,,,America_South,Condori2017,Stephenson 2024,Hk,-,,,,,,,
,,-5.636,-78.508,54.5,,1.88,,,,,,,,,America_South,Condori2017,Stephenson 2024,Hk,-,,,,,,,
,,-6.075,-76.97,39.8,,1.74,,,,,,,,,America_South,Condori2017,Stephenson 2024,Hk,-,,,,,,,
,,-7.006,-76.592,39.4,,1.81,,,,,,,,,America_South,Condori2017,Stephenson 2024,Hk,-,,,,,,,
,,-5.799,-81.065,27.9,,1.63,,,,,,,,,America_South,Condori2017,Stephenson 2024,Hk,-,,,,,,,
,,-7.135,-78.395,54.2,,1.88,,,,,,,,,America_South,Condori2017,Stephenson 2024,Hk,-,,,,,,,
,,-3.523,-80.322,31.9,,1.72,,,,,,,,,America_South,Condori2017,Stephenson 2024,Hk,-,,,,,,,
,,-5.897,-76.129,37.9,,1.76,,,,,,,,,America_South,Condori2017,Stephenson 2024,Hk,-,,,,,,,
,,-5.167,-80.962,27,,1.7,,,,,,,,,America_South,Condori2017,Stephenson 2024,Hk,-,,,,,,,
,,-4.597,-77.866,44.3,,1.68,,,,,,,,,America_South,Condori2017,Stephenson 2024,Hk,-,,,,,,,
,,-6.005,-79.682,31.8,,1.74,,,,,,,,,America_South,Condori2017,Stephenson 2024,Hk,-,,,,,,,
,,-6.227,-77.877,47.2,,1.77,,,,,,,,,America_South,Condori2017,Stephenson 2024,Hk,-,,,,,,,
,,-6.496,-76.357,37,,1.62,,,,,,,,,America_South,Condori2017,Stephenson 2024,Hk,-,,,,,,,
,,-7.917,-77.901,52.8,,1.78,,,,,,,,,America_South,Condori2017,Stephenson 2024,Hk,-,,,,,,,
,,-9.128,-78.521,22.5,,1.68,,,,,,,,,America_South,Condori2017,Stephenson 2024,Hk,-,,,,,,,
,,-10.638,-76.112,62.7,,1.8,,,,,,,,,America_South,Condori2017,Stephenson 2024,Hk,-,,,,,,,
,,-10.578,-75.398,57.2,,1.83,,,,,,,,,America_South,Condori2017,Stephenson 2024,Hk,-,,,,,,,
,,-8.397,-74.668,37.6,,1.78,,,,,,,,,America_South,Condori2017,Stephenson 2024,Hk,-,,,,,,,
,,-3.816,-73.32,37.7,,1.74,,,,,,,,,America_South,Condori2017,Stephenson 2024,Hk,-,,,,,,,
,,-9.952,-76.249,63.3,,1.85,,,,,,,,,America_South,Condori2017,Stephenson 2024,Hk,-,,,,,,,
,,-8.847,-77.889,45.7,,1.79,,,,,,,,,America_South,Condori2017,Stephenson 2024,Hk,-,,,,,,,
,,-7.05,-55.36,34.4,,1.73,,,,,,,,,America_South,Albuquerque2017,Stephenson 2024,Hk,-,,,,,,,
,,-6.17,-49.82,37.7,,1.73,,,,,,,,,America_South,Albuquerque2017,Stephenson 2024,Hk,-,,,,,,,
,,-15.45,-59.14,41.1,,1.68,,,,,,,,,America_South,Albuquerque2017,Stephenson 2024,Hk,-,,,,,,,
,,2.4,-60.52,42.8,,1.72,,,,,,,,,America_South,Albuquerque2017,Stephenson 2024,Hk,-,,,,,,,
,,-0.12,-67.03,41.3,,1.68,,,,,,,,,America_South,Albuquerque2017,Stephenson 2024,Hk,-,,,,,,,
,,-9.82,-66.21,44.2,,1.71,,,,,,,,,America_South,Albuquerque2017,Stephenson 2024,Hk,-,,,,,,,
,,-17.98,-48.21,37.8,,1.81,,,,,,,,,America_South,Albuquerque2017,Stephenson 2024,Hk,-,,,,,,,
,,-4.37,-55.73,42.7,,1.73,,,,,,,,,America_South,Albuquerque2017,Stephenson 2024,Hk,-,,,,,,,
,,-3.16,-60.68,42,,1.86,,,,,,,,,America_South,Albuquerque2017,Stephenson 2024,Hk,-,,,,,,,
,,-1.85,-54.26,40.2,,1.82,,,,,,,,,America_South,Albuquerque2017,Stephenson 2024,Hk,-,,,,,,,
,,-0.36,-52.06,33.4,,1.82,,,,,,,,,America_South,Albuquerque2017,Stephenson 2024,Hk,-,,,,,,,
,,-12.95,-60.2,40.4,,1.78,,,,,,,,,America_South,Albuquerque2017,Stephenson 2024,Hk,-,,,,,,,
,,-11.55,-57.87,33.4,,1.79,,,,,,,,,America_South,Albuquerque2017,Stephenson 2024,Hk,-,,,,,,,
,,-12.1,-58.33,38.2,,1.75,,,,,,,,,America_South,Albuquerque2017,Stephenson 2024,Hk,-,,,,,,,
,,-11.47,-58.72,43,,1.78,,,,,,,,,America_South,Albuquerque2017,Stephenson 2024,Hk,-,,,,,,,
,,-11.58,-57.39,30,,1.8,,,,,,,,,America_South,Albuquerque2017,Stephenson 2024,Hk,-,,,,,,,
,,-11.52,-58.17,34.9,,1.86,,,,,,,,,America_South,Albuquerque2017,Stephenson 2024,Hk,-,,,,,,,
,,-15.71,-51.81,32.2,,1.74,,,,,,,,,America_South,Albuquerque2017,Stephenson 2024,Hk,-,,,,,,,
,,-12.11,-48.3,39.6,,1.69,,,,,,,,,America_South,Albuquerque2017,Stephenson 2024,Hk,-,,,,,,,
,,-15.9,-55.69,35.5,,1.66,,,,,,,,,America_South,Albuquerque2017,Stephenson 2024,Hk,-,,,,,,,
,,-11.97,-51.29,37.4,,1.71,,,,,,,,,America_South,Albuquerque2017,Stephenson 2024,Hk,-,,,,,,,
,,-17.97,-47.7,43.2,,1.7,,,,,,,,,America_South,Albuquerque2017,Stephenson 2024,Hk,-,,,,,,,
,,-13.42,-48.09,43.1,,1.71,,,,,,,,,America_South,Albuquerque2017,Stephenson 2024,Hk,-,,,,,,,
,,-13.08,-48.29,40.5,,1.67,,,,,,,,,America_South,Albuquerque2017,Stephenson 2024,Hk,-,,,,,,,
,,-12.85,-48.21,42.6,,1.77,,,,,,,,,America_South,Albuquerque2017,Stephenson 2024,Hk,-,,,,,,,
,,-13.77,-49.16,39,,1.71,,,,,,,,,America_South,Albuquerque2017,Stephenson 2024,Hk,-,,,,,,,
,,-2.37,-48.1,38.6,,1.73,,,,,,,,,America_South,Albuquerque2017,Stephenson 2024,Hk,-,,,,,,,
,,-8.86,-47.59,36.9,,1.84,,,,,,,,,America_South,Albuquerque2017,Stephenson 2024,Hk,-,,,,,,,
,,-6.64,-47.56,31.4,,1.64,,,,,,,,,America_South,Albuquerque2017,Stephenson 2024,Hk,-,,,,,,,
,,-6.75,-47.33,35.4,,1.72,,,,,,,,,America_South,Albuquerque2017,Stephenson 2024,Hk,-,,,,,,,
,,-9.98,-48.32,41.7,,1.72,,,,,,,,,America_South,Albuquerque2017,Stephenson 2024,Hk,-,,,,,,,
,,-4.25,-49.54,41.8,,1.75,,,,,,,,,America_South,Albuquerque2017,Stephenson 2024,Hk,-,,,,,,,
,,-5.452,-45.02,42.7,,1.73,,,,,,,,,America_South,Coelho2018,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-6.227,-47.252,42.9,,1.75,,,,,,,,,America_South,Coelho2018,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-5.159,-43.201,38.5,,1.74,,,,,,,,,America_South,Coelho2018,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-5.461,-45.534,43.4,,1.78,,,,,,,,,America_South,Coelho2018,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-5.831,-46.088,42.9,,1.78,,,,,,,,,America_South,Coelho2018,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-5.324,-44.397,40.2,,1.78,,,,,,,,,America_South,Coelho2018,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-6.079,-46.599,41.3,,1.75,,,,,,,,,America_South,Coelho2018,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-5.289,-43.806,39.2,,1.71,,,,,,,,,America_South,Coelho2018,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-5.106,-42.634,39.5,,1.72,,,,,,,,,America_South,Coelho2018,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-54.68,-67.34,35.5,,1.73,,,,,,,,,America_South,Buffoni2019,Stephenson 2024,RF_other,RF_inversion,,,,,,,
,,-54.81,-68.43,30.7,,1.77,,,,,,,,,America_South,Buffoni2019,Stephenson 2024,RF_other,RF_inversion,,,,,,,
,,-53.95,-68.26,26.7,,1.74,,,,,,,,,America_South,Buffoni2019,Stephenson 2024,RF_other,RF_inversion,,,,,,,
,,-54.34,-67.85,30.5,,1.83,,,,,,,,,America_South,Buffoni2019,Stephenson 2024,RF_other,RF_inversion,,,,,,,
,,-18.073,-65.269,52.2,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-17.913,-63.329,44.6,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-17.046,-64.881,36.2,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-18.284,-69.01,67.4,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-21.849,-63.743,50.9,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-19.394,-65.918,73.4,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-14.895,-64.437,30.2,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-19.67,-69.19,51.8,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-19.131,-69.596,27.3,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-19.597,-70.123,10.9,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-19.761,-69.656,19.3,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-18.614,-70.328,10.7,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-18.336,-69.502,36.7,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-18.335,-69.508,36.7,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-19.868,-69.416,21.8,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-19.158,-65.07,60.9,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-19.851,-68.846,54.1,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-19.811,-63.724,44.5,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-20.462,-66.747,65.9,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-19.606,-68.323,63.7,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-19.625,-65.437,65.2,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-17.778,-67.478,63.7,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-18.828,-66.733,66.7,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-19.148,-64.645,60.7,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-17.292,-67.749,67.1,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-16.922,-68.315,66.3,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-19.62,-67.725,71.9,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-19.375,-65.93,73.5,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-19.3,-60.706,30.3,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-19.354,-67.222,61.7,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-20.076,-66.885,63.8,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-19.485,-64.18,51.2,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-18.388,-67.017,73.7,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-19.103,-66.221,74.2,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-20.254,-63.162,38.9,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-17.947,-67.816,72.1,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-16.288,-68.131,55.7,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-17.249,-65.907,45.1,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-18.224,-68.939,61.1,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-17.792,-68.287,69,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-17.283,-67.746,66.2,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-16.906,-67.136,59.8,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-17.594,-69.447,76.1,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-17.29,-69.214,68.3,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-17.213,-69.003,76,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-17.113,-68.78,74.7,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-17.023,-68.605,73.2,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-16.975,-68.42,68.1,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-16.983,-68.193,67,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-16.775,-68.081,64.2,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-16.548,-67.954,64.6,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-16.349,-67.817,60.3,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-16.197,-67.699,62.7,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-16.009,-67.612,56.2,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-15.83,-67.565,50,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-15.596,-67.371,50.5,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-15.325,-67.082,46,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-15.143,-67.036,38.3,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-14.851,-66.748,35.2,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-16.438,-68.866,75.8,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-15.762,-68.651,58.1,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-15.504,-67.867,45.5,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-14.435,-67.539,38.2,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-15.656,-69.12,64,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-15.24,-68.748,57,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-14.689,-68.394,54,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-14.145,-67.887,44.5,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-13.768,-68.12,40.4,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-17.907,-70.157,31.2,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-17.778,-69.96,31.4,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-17.575,-69.68,64.4,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-16.558,-71.451,64.8,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-17.325,-70.995,19.2,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-16.886,-70.374,78.5,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-15.923,-69.824,79.8,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-15.238,-69.531,66,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-14.826,-70.401,72,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-12.874,-69.714,40.3,,-,,,,,,,,,America_South,Ryan2016,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-30.78,-64.41,37.7,,1.77,,,,,,,,,America_South,Perarnau2012,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-31.02,-64.64,36.1,,1.77,,,,,,,,,America_South,Perarnau2012,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-31.14,-64.96,36.5,,1.77,,,,,,,,,America_South,Perarnau2012,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-31.27,-65.22,37.5,,1.77,,,,,,,,,America_South,Perarnau2012,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-31.59,-64.55,35.1,,1.77,,,,,,,,,America_South,Perarnau2012,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-31.91,-64.66,36.7,,1.77,,,,,,,,,America_South,Perarnau2012,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-32.15,-65,39,,1.77,,,,,,,,,America_South,Perarnau2012,Stephenson 2024,RF_other,CCP_stack,,,,,,,
,,-7.627,-76.694,45.7,,-,,,,,,,,,America_South,James1994,Stephenson 2024,RF_other,S_to_P,,,,,,,
,,-7.836,-76.328,47.8,,-,,,,,,,,,America_South,James1994,Stephenson 2024,RF_other,S_to_P,,,,,,,
,,-8.207,-76.508,48.7,,-,,,,,,,,,America_South,James1994,Stephenson 2024,RF_other,S_to_P,,,,,,,
,,-8.793,-75.695,40,,-,,,,,,,,,America_South,James1994,Stephenson 2024,RF_other,S_to_P,,,,,,,
,,-7.418,-74.945,33,,-,,,,,,,,,America_South,James1994,Stephenson 2024,RF_other,S_to_P,,,,,,,
,,-7.651,-74.793,37,,-,,,,,,,,,America_South,James1994,Stephenson 2024,RF_other,S_to_P,,,,,,,
,,-7.902,-74.75,38.6,,-,,,,,,,,,America_South,James1994,Stephenson 2024,RF_other,S_to_P,,,,,,,
,,-8.434,-74.663,44,,-,,,,,,,,,America_South,James1994,Stephenson 2024,RF_other,S_to_P,,,,,,,
,,-8.39,-73.932,42.1,,-,,,,,,,,,America_South,James1994,Stephenson 2024,RF_other,S_to_P,,,,,,,
,,-9.892,-75.474,45.5,,-,,,,,,,,,America_South,James1994,Stephenson 2024,RF_other,S_to_P,,,,,,,
,,-10.458,-75.163,54.2,,-,,,,,,,,,America_South,James1994,Stephenson 2024,RF_other,S_to_P,,,,,,,
,,-11.095,-73.592,34.8,,-,,,,,,,,,America_South,James1994,Stephenson 2024,RF_other,S_to_P,,,,,,,
,,-13.81,-47.39,42.5,,-,,,,,,,,,America_South,Trindade2014,Stephenson 2024,Hk,-,,,,,,,
,,-11.48,-46.89,40.2,,-,,,,,,,,,America_South,Trindade2014,Stephenson 2024,Hk,-,,,,,,,
,,-9.79,-48.29,43,,-,,,,,,,,,America_South,Trindade2014,Stephenson 2024,Hk,-,,,,,,,
,,-10.54,-46.46,44.5,,-,,,,,,,,,America_South,Trindade2014,Stephenson 2024,Hk,-,,,,,,,
,,-10.65,-47.84,43.5,,-,,,,,,,,,America_South,Trindade2014,Stephenson 2024,Hk,-,,,,,,,
,,-10,-47.63,44.5,,-,,,,,,,,,America_South,Trindade2014,Stephenson 2024,Hk,-,,,,,,,
,,-11.73,-47.68,38,,-,,,,,,,,,America_South,Trindade2014,Stephenson 2024,Hk,-,,,,,,,
,,-12.74,-47.68,38,,-,,,,,,,,,America_South,Trindade2014,Stephenson 2024,Hk,-,,,,,,,
,,-10.66,-47.31,45,,-,,,,,,,,,America_South,Trindade2014,Stephenson 2024,Hk,-,,,,,,,
,,-10.46,-49.18,52.5,,-,,,,,,,,,America_South,Trindade2014,Stephenson 2024,Hk,-,,,,,,,
,,-10.68,-48.55,42,,-,,,,,,,,,America_South,Trindade2014,Stephenson 2024,Hk,-,,,,,,,
,,-11.72,-49.54,48.7,,-,,,,,,,,,America_South,Trindade2014,Stephenson 2024,Hk,-,,,,,,,
,,-11.9,-49.22,45,,-,,,,,,,,,America_South,Trindade2014,Stephenson 2024,Hk,-,,,,,,,
,,-12.22,-48.71,42,,-,,,,,,,,,America_South,Trindade2014,Stephenson 2024,Hk,-,,,,,,,
,,-12.98,-50.1,40,,-,,,,,,,,,America_South,Trindade2014,Stephenson 2024,Hk,-,,,,,,,
,,-13.3,-49.73,52.8,,-,,,,,,,,,America_South,Trindade2014,Stephenson 2024,Hk,-,,,,,,,
,,-8.73,-47.6,44,,-,,,,,,,,,America_South,Trindade2014,Stephenson 2024,Hk,-,,,,,,,
,,-10.2,-46.66,45.5,,-,,,,,,,,,America_South,Trindade2014,Stephenson 2024,Hk,-,,,,,,,
,,-20.476,-55.7,33.1,,1.71,,,,,,,,,America_South,Cedraz2019,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-19.029,-54.939,33.3,,1.68,,,,,,,,,America_South,Cedraz2019,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-15.449,-59.137,41,,1.68,,,,,,,,,America_South,Cedraz2019,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-22.927,-54.991,41.4,,1.75,,,,,,,,,America_South,Cedraz2019,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-18.665,-58.8,42.8,,1.74,,,,,,,,,America_South,Cedraz2019,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-18.278,-59.809,42.3,,1.69,,,,,,,,,America_South,Cedraz2019,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-20.449,-56.75,39.6,,1.84,,,,,,,,,America_South,Cedraz2019,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-16.637,-52.165,38.8,,1.77,,,,,,,,,America_South,Cedraz2019,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-26.363,-54.431,43,,1.7,,,,,,,,,America_South,Cedraz2019,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-19.704,-50.359,45.4,,1.72,,,,,,,,,America_South,Cedraz2019,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-25.975,-53.063,42.5,,1.75,,,,,,,,,America_South,Cedraz2019,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-17.983,-48.212,40.3,,1.81,,,,,,,,,America_South,Cedraz2019,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-29.671,-56.624,40.7,,1.75,,,,,,,,,America_South,Cedraz2019,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-29.297,-58.173,38,,1.81,,,,,,,,,America_South,Cedraz2019,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-21.607,-51.262,45.4,,1.75,,,,,,,,,America_South,Cedraz2019,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-17.6,-54.88,33.3,,1.68,,,,,,,,,America_South,Cedraz2019,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-22.795,-52.634,45.4,,1.75,,,,,,,,,America_South,Cedraz2019,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-28.798,-53.028,42.7,,1.72,,,,,,,,,America_South,Cedraz2019,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-17.288,-57.899,35.7,,1.77,,,,,,,,,America_South,Cedraz2019,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-22.277,-59.944,44.1,,1.87,,,,,,,,,America_South,Cedraz2019,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-20.481,-53.701,42.3,,1.75,,,,,,,,,America_South,Cedraz2019,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-28.08,-55.984,41.6,,1.76,,,,,,,,,America_South,Cedraz2019,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-23.343,-49.563,42.5,,1.71,,,,,,,,,America_South,Cedraz2019,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-21.659,-57.61,41.8,,1.84,,,,,,,,,America_South,Cedraz2019,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-25,-56.1,42.5,,-,,,,,,,,,America_South,Cedraz2019,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-30.35,-55.2,42.6,,-,,,,,,,,,America_South,Cedraz2019,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-15.38,-57.16,52.4,,-,,,,,,,,,America_South,Cedraz2019,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-18.99,-56.62,35.1,,-,,,,,,,,,America_South,Cedraz2019,Stephenson 2024,RF_SW_joint,-,,,,,,,
,,-18.2,-58.21,45.1,,-,,,,,,,,,America_South,Cedraz2019,Stephenson 2024,RF_SW_joint,-,,,,,,,
